Latitude,Longitude,Elevation_m,Slope_deg,Aspect_deg,Curvature,NDVI,Soil_Moisture,Distance_to_Rivers_m,Soil_Thickness_m,Distance_to_Roads_m,Land_Use_Type,24h_Rainfall_mm,7day_Antecedent_Rainfall_mm,Landslide_Label
16.49816047538945,74.27628913674435,1170.6533662316813,27.508962649186827,8.40198529534935,-0.3322326018981128,0.7374836821561738,0.35693581684136255,277.9737051015871,1.621820037588403,195.81528820937018,Agricultural,22.57242388117218,94.00543935877066,0
18.802857225639663,73.9185849070684,1071.5492185338412,55.421255123291076,116.34139284499932,0.25849587539961105,0.6725564700088763,0.3880652699684536,1195.5097562823614,1.9304016162630204,1107.4492753692232,Agricultural,23.510128288675432,152.4454903429464,0
17.92797576724562,74.92899704972788,50.0,15.150570600841016,110.97371654820827,-1.0199595478017893,0.8002403063688523,0.6264847672590915,1171.735203632758,3.585011781824992,1909.894106817623,Forest,41.520563609072134,181.30865921403944,0
17.394633936788146,73.43795690196848,741.5139461235387,34.35405412655598,26.943932598427693,1.7385031548258625,0.6471398280046766,1.0,3467.6369442891723,1.5348806265434516,1856.875611243619,Forest,84.87143221746936,333.06450154420713,0
15.624074561769746,74.17571283199788,1481.930222207222,44.47693179002576,120.89617343476392,-0.591011442461908,0.6413906614319392,0.9533214127076046,3271.4549497687826,1.271255941761043,2134.9737041502417,Agricultural,61.323474305156026,330.3079012196026,0
15.623978081344811,74.40042002998044,364.73934771294046,0.0,216.9849896797961,-0.05990049214252999,0.6452172500793223,0.45193346947114377,10542.875119845949,2.1735552088149372,1774.5847130562863,Forest,25.495998072139564,74.87985550801126,0
15.232334448672798,74.65112897869076,624.0116530556302,22.82100857032332,135.71326948659123,-2.8297351908583015,0.564814805433587,0.587780676931206,864.5507552889923,3.906682515465887,3846.5536275644813,Forest,10.112383822840576,196.0065823198267,0
18.464704583099742,73.81394206085601,2280.5279832587903,51.53543720915747,7.469421359520885,-0.31738669230454986,0.5176623070823564,0.611016217697005,74.57080387310637,1.2938496211145742,365.5092335474208,Forest,43.31181737088409,154.79667998036803,0
17.404460046972837,74.37384381531496,1062.948937653055,41.3629157626915,225.30276403694577,1.6072492281229402,0.7623078935635663,0.712945420612838,1839.7571708833802,1.9511447348395445,567.063375164676,Urban,52.523137198417345,232.04904934319705,0
17.83229031118418,73.60640294276857,771.0030245406404,39.88913532887078,109.99689078279583,-0.08191932779740696,0.5177882411584047,0.7193571689000009,2419.117174531251,2.3042052256574954,909.3557868650147,Forest,56.926294380389486,256.3938795145787,0
15.08233797718321,73.87095218472363,661.4706892774464,35.38381156721784,359.4455264318293,-0.7028754628585927,0.5213595668073758,0.6127036307437519,2488.2399620465376,3.6355483309164347,1893.7457145019666,Forest,34.18412889841236,204.63398387824844,0
18.87963940864798,74.7912542624068,1086.5298108458596,21.880607712149626,323.87692708268725,2.2978506621209327,0.649340847676985,0.42747083908684524,1384.6424590761026,0.7786827135729282,285.78615031359016,Forest,22.458593220977104,93.61741318349692,0
18.329770563201688,74.89981521866191,1242.4541416110828,13.119178631020361,175.5210951381761,-1.5448764883277777,0.7355357009463365,1.0,996.1620075504986,4.487771455586564,5672.622908524703,Agricultural,137.92049034899702,610.7403587129522,1
15.849356442713106,74.43763469385453,50.0,14.896684768404308,132.5637833401286,-1.3166527048683943,0.509435113398533,0.416870512466585,4753.484939228255,1.933318191822714,1211.1325987250123,Forest,5.318296015617257,65.42354167805428,0
15.727299868828403,73.74870378155236,50.0,7.835877376937498,25.051567026143324,-2.2151604564614846,0.5523703836632863,0.46720640309974015,6530.702036914166,2.0099879030262797,1420.5352828158962,Agricultural,34.606279885662765,141.69114550553635,0
15.733618039413734,74.64011557994932,400.9764134289187,2.596479743128631,0.5314831403631581,1.9509989508024237,0.7458710181225648,0.5815133995108914,1890.498666204687,2.23764759812607,2464.2922204206725,Agricultural,52.49376422656792,131.05612940208138,0
16.21696897183815,73.05173416345085,823.0783015766688,14.460250591527299,287.51603985953074,-2.7484316650611182,0.5580922515617588,0.5934134686091757,1513.4953468867259,1.324020728272995,1712.126088294048,Forest,30.205831442919745,136.1359396081234,0
